,Restaurants,lat-long
9539,punjabi rasoi subhash nagar new delhi,"28.6340280000,77.1193610000"
9540,santosh food corner west patel nagar new delhi,"28.6506254221,77.1585156396"
9541,bakers pride bakery rajendar nagar ghaziabad,"28.6787207143,77.3659627140"
9542,kulfi bazaar jasola new delhi,"28.5412336514,77.2970524058"
9543,chakna wala hajipur,"28.5384600000,77.3672600000"
9544,lets nachos sector 83 gurgaon,"28.3926798573,76.9672999531"
9545,tandoori terminal kirti nagar new delhi,"28.6434775753,77.1406997368"
9546,lala ji ke samose rohini new delhi,"28.7385040952,77.1224607155"
9547,shree soya chaap corner sector 19 faridabad,"28.4244598965,77.3205183819"
9548,parantha singh krishna nagar new delhi,"28.6519838492,77.2780566663"
9549,mr mrs parantha dlf phase 1 gurgaon,"28.4778970000,77.1000730000"
9550,indian zaika 2 crossing republik ghaziabad,"28.6300347262,77.4345042184"
9551,lickns express pure veg sector 86 faridabad,"28.4069179865,77.3424779624"
9552,bakes n flakes chaukhandi,"28.5990996013,77.4021621421"
9553,the vegeterian kitchen jasola new delhi,"28.5399235685,77.2820829973"
9554,waffle twist malviya nagar new delhi,"28.5348165049,77.2190909833"
9555,dhaba by taj rajouri garden new delhi,"28.6385747529,77.1204386652"
9556,roll queen civil lines new delhi,"28.6992053873,77.2258548439"
9557,nizam kathi roll 1 indirapuram ghaziabad,"28.6395740504,77.3769148439"
9558,embassy snack shop connaught place new delhi,"28.6337173135,77.2211257741"
9559,mitron da adda uttam nagar new delhi,"28.6162986000,77.0767255000"
9560,meal2go geeta colony new delhi,"28.6466340000,77.2775440000"
9561,lazeez chicken biryani 1 west patel nagar new delhi,"28.6500087251,77.1654934064"
9562,paratha at 39 1 rohini new delhi,"28.7061100353,77.1146740241"
9563,kiaash bakers vikaspuri new delhi,"28.6385294370,77.0779323578"
9564,broke af 1 malviya nagar new delhi,"28.5360951000,77.2089905000"
9565,new punjabi chaap corner naraina new delhi,"28.6308425287,77.1465684101"
9566,urban vada pav mukherjee nagar new delhi,"28.7154201653,77.2056350112"
9567,birayani house com sector 18 noida,"28.5684866299,77.3217273876"
9568,raja biryani 1 sector 18 noida,"28.5718351184,77.3239150643"
9569,pindi bakers geeta colony new delhi,"28.6482671838,77.2748755664"
9570,tandoor tawa 24 7 uttam nagar new delhi,"28.6176744253,77.0698501915"
9571,rajan sweets caterers palam new delhi,"28.5857862031,77.0905561745"
9572,bawarchi house vasant kunj new delhi,"28.5263370000,77.1531570000"
9573,baadshah biryani ashok vihar new delhi,"28.6936016769,77.1638703346"
9574,vege mitz 1 dlf phase 4 gurgaon,"28.4672061234,77.0819365606"
9575,sai juice corner south extension 1 new delhi,"28.5694963111,77.2198544070"
9576,tejals kitchen shalimar garden ghaziabad,"28.6934431547,77.3402510583"
9577,juice on go sector 15 faridabad,"28.3953027755,77.3232005909"
9578,2131 pancakes punjabi bagh new delhi,"28.6685760119,77.1278201044"
9579,baked bytes sector 45 gurgaon,"28.4343990614,77.0598411933"
9580,welcome bakers mehrauli new delhi,"28.5212148212,77.1800386906"
9581,neatmeats,"28.4184974239,77.0385327190"
9582,muskan bakery gaur city 1 greater noida,"28.6149501899,77.4277316406"
9583,vinod bakery nit faridabad,"28.3766433405,77.2824370489"
9584,chocolatiers the chocolate boutique chittaranjan park new delhi,"28.5372877431,77.2488303110"
9585,tandoori terminal kirti nagar new delhi,"28.6434775753,77.1406997368"
9586,lala ji ke samose rohini new delhi,"28.7385040952,77.1224607155"
9587,shree soya chaap corner sector 19 faridabad,"28.4244598965,77.3205183819"
9588,parantha singh krishna nagar new delhi,"28.6519838492,77.2780566663"
9589,mr mrs parantha dlf phase 1 gurgaon,"28.4778970000,77.1000730000"
9590,indian zaika 2 crossing republik ghaziabad,"28.6300347262,77.4345042184"
9591,lickns express pure veg sector 86 faridabad,"28.4069179865,77.3424779624"
9592,bakes n flakes chaukhandi,"28.5990996013,77.4021621421"
9593,the vegeterian kitchen jasola new delhi,"28.5399235685,77.2820829973"
9594,waffle twist malviya nagar new delhi,"28.5348165049,77.2190909833"
9595,bhushan bhature wala karol bagh new delhi,"28.6527544112,77.1891038865"
9596,bikaner sweets corner sector 43 faridabad,"28.4621353307,77.3004950210"
9597,hot pot rajinder nagar new delhi,"28.6382407688,77.1801640838"
9598,cherry on top tagore garden new delhi,"28.6511894495,77.1138394251"
9599,indu chinese food south extension 1 new delhi,"28.5726993127,77.2213836014"
9600,a1 healthy snacks rohini new delhi,"28.7285562915,77.0854133740"
9601,24hourcake dlf phase 3 gurgaon,"28.4874011087,77.1038666368"
9602,bharat sweet house shalimar bagh new delhi,"28.7068502302,77.1684418246"
9603,thegreenleafdwarka,"28.5948912142,77.0733783022"
9604,pizza station dilshad garden new delhi,"28.6805088122,77.3175454885"
9605,k kathi rolls shalimar garden,"28.6894650204,77.3402118310"
9606,tod bistro cafe knowledge park greater noida,"28.4777118288,77.4810687080"
9607,south indian hut 2 tilak nagar new delhi,"28.6270630188,77.1040916070"
9608,palette nation sector 15 gurgaon,"28.4581864636,77.0445489138"
9609,vicky dhaba sector 23 dwarka new delhi,"28.5641131000,77.0497177000"
9610,pathak uncle and sons indirapuram ghaziabad,"28.6414896382,77.3771924526"
9611,flavora malviya nagar new delhi,"28.5401260000,77.2126260000"
9612,nishatha snacks subhash nagar new delhi,"28.6370466568,77.1208295971"
9613,mr roll wala laxmi nagar,"28.6281639553,77.2787674516"
9614,cheese central sector 135,"28.5049832935,77.4143098667"
9615,sai juice corner south extension 1 new delhi,"28.5694963111,77.2198544070"
9616,tejals kitchen shalimar garden ghaziabad,"28.6934431547,77.3402510583"
9617,juice on go sector 15 faridabad,"28.3953027755,77.3232005909"
9618,2131 pancakes punjabi bagh new delhi,"28.6685760119,77.1278201044"
9619,baked bytes sector 45 gurgaon,"28.4343990614,77.0598411933"
9620,welcome bakers mehrauli new delhi,"28.5212148212,77.1800386906"
9621,neatmeats,"28.4184974239,77.0385327190"
9622,muskan bakery gaur city 1 greater noida,"28.6149501899,77.4277316406"
9623,vinod bakery nit faridabad,"28.3766433405,77.2824370489"
9624,chocolatiers the chocolate boutique chittaranjan park new delhi,"28.5372877431,77.2488303110"
9625,gagan bakers nangloi new delhi,"28.6532754715,77.0717941225"
9626,cake point janakpuri new delhi,"28.6084000806,77.1021325886"
9627,golden bite sector 51 noida,"28.5859420000,77.3722570000"
9628,paharia meat chicken shop naraina new delhi,"28.6314755237,77.1469385549"
9629,dilis chawla chik inn punjabi bagh new delhi,"28.6660831481,77.1268498152"
9630,singha bar be que rajouri garden new delhi,"28.6389408099,77.1202401817"
9631,rajdhani egg roll shahdara new delhi,"28.6988730000,77.2635200000"
9632,bottle opener sector 135 noida,"28.4970670000,77.4018280000"
9633,mr singhs burger club nit faridabad,"28.3988458093,77.3043674603"
9634,amritsari rasoi sector 21 faridabad,"28.4155093000,77.2914029000"
9635,indian rasoi sector 65 noida,"28.6015210549,77.3737357557"
9636,diet shaala karkardooma new delhi,"28.6483413300,77.3025509343"
9637,matthi wala 4 ashok vihar new delhi,"28.6732935810,77.1795639396"
9638,sdb bakers sector 22 faridabad,"28.3645312386,77.2943889722"
9639,doojee uttam nagar new delhi,"28.6198720000,77.0359480000"
9640,duggu food nation restaurant sector 45 noida,"28.5486814928,77.3440903053"
9641,murthal delivers vasant kunj new delhi,"28.5224769600,77.1695083400"
9642,bakers n makers 1 sector 6 dwarka new delhi,"28.5955806523,77.0668085665"
9643,awadhi matka meat sector 7 dwarka new delhi,"28.5837112053,77.0717843995"
9644,amit bakery janakpuri new delhi,"28.6333112171,77.0930694044"
9645,super bubble waffle satyaniketan new delhi,"28.5881349522,77.1681316942"
9646,swami dosa corner 1 sector 14 dwarka new delhi,"28.6034809019,77.0334827900"
9647,spicytrail karkardooma,"28.6640085602,77.2922599688"
9648,jaat pride fit and fruit company sector 43 gurgaon,"28.4626031012,77.0803959668"
9649,garden chef lodhi road new delhi,"28.5900935769,77.2198577598"
9650,duffins cakes and bakes kapashera new delhi,"28.5283279769,77.0862562582"
9651,annas food 1 south extension 1 new delhi,"28.5708987773,77.2244168445"
9652,samrat bakers delhi university gtb nagar new delhi,"28.6984131102,77.2075863183"
9653,shamshad chicken darbar 1 rohini new delhi,"28.7057201249,77.1002946049"
9654,fit kitchen india greater kailash gk 1 new delhi,"28.5567068889,77.2371955588"
9655,tiffin truck co sector 132 noida,"28.5140396126,77.3764702678"
9656,taste of punjab shalimar bagh new delhi,"28.7065976264,77.1595456079"
9657,hong kong rohini new delhi,"28.7046120629,77.1244794130"
9658,sonu chinese point azadpur new delhi,"28.7198954014,77.1745659783"
9659,binge slurp saket new delhi,"28.5016745188,77.2014326602"
9660,de bakery junction the cake shoppe pitampura new delhi,"28.7038827588,77.1459883824"
9661,momos wala indirapuram ghaziabad,"28.6400451066,77.3767878032"
9662,wrap n roll indirapuram ghaziabad,"28.6406490000,77.3784260000"
9663,yamus panchayat connaught place new delhi,"28.6343461714,77.2225758433"
9664,rakheja bakery badarpur border faridabad,"28.4901775619,77.3057330400"
9665,innerchef lado sarai new delhi,"28.5244690751,77.1911108494"
9666,bake my day sainik farms new delhi,"28.5057793875,77.1991011500"
9667,samrat old railway road gurgaon,"28.4597472225,77.0260470361"
9668,cafe de bienka subhash nagar new delhi,"28.6374439109,77.1026888117"
9669,singha bar be que rajouri garden new delhi,"28.6389408099,77.1202401817"
9670,rajdhani egg roll shahdara new delhi,"28.6988730000,77.2635200000"
9671,bottle opener sector 135 noida,"28.4970670000,77.4018280000"
9672,mr singhs burger club nit faridabad,"28.3988458093,77.3043674603"
9673,amritsari rasoi sector 21 faridabad,"28.4155093000,77.2914029000"
9674,indian rasoi sector 65 noida,"28.6015210549,77.3737357557"
9675,diet shaala karkardooma new delhi,"28.6483413300,77.3025509343"
9676,matthi wala 4 ashok vihar new delhi,"28.6732935810,77.1795639396"
9677,sdb bakers sector 22 faridabad,"28.3645312386,77.2943889722"
9678,doojee uttam nagar new delhi,"28.6198720000,77.0359480000"
9679,duggu food nation restaurant sector 45 noida,"28.5486814928,77.3440903053"
9680,murthal delivers vasant kunj new delhi,"28.5224769600,77.1695083400"
9681,bakers n makers 1 sector 6 dwarka new delhi,"28.5955806523,77.0668085665"
9682,awadhi matka meat sector 7 dwarka new delhi,"28.5837112053,77.0717843995"
9683,amit bakery janakpuri new delhi,"28.6333112171,77.0930694044"
9684,super bubble waffle satyaniketan new delhi,"28.5881349522,77.1681316942"
9685,swami dosa corner 1 sector 14 dwarka new delhi,"28.6034809019,77.0334827900"
9686,spicytrail karkardooma,"28.6640085602,77.2922599688"
9687,jaat pride fit and fruit company sector 43 gurgaon,"28.4626031012,77.0803959668"
9688,garden chef lodhi road new delhi,"28.5900935769,77.2198577598"
9689,duffins cakes and bakes kapashera new delhi,"28.5283279769,77.0862562582"
9690,indian wok sohna road gurgaon,"28.4218406488,77.0407824218"
9691,moti mahal delux 1 chhatarpur new delhi,"28.5014300000,77.1858800000"
9692,jimmy jons pizzeria rajendra place new delhi,"28.6425020000,77.1834900000"
9693,fouji dhaba paharganj new delhi,"28.6486452705,77.2178799659"
9694,momo deli raj nagar ghaziabad,"28.6971670000,77.4288390000"
9695,spice of india paharganj new delhi,"28.6404353336,77.2105769813"
9696,the smoke biryani sector 72 noida,"28.5670030000,77.3957680000"
9697,laxmi bhojnalya indirapuram ghaziabad,"28.6468619251,77.3595502228"
9698,rajyogi kulfi bhandar janakpuri new delhi,"28.6322900000,77.0913000000"
9699,dragon hut inn pitampura new delhi,"28.6898176646,77.1338292584"
9700,maagi tale indirapuram ghaziabad,"28.6408850000,77.3799130000"
9701,the kings cuisine vasant kunj new delhi,"28.5165652498,77.1643645316"
9702,not just regular chakhna sector 50 gurgaon,"28.4250780000,77.0672620000"
9703,krishnam restaurant govind puram ghaziabad,"28.6870538316,77.4878966063"
9704,article 21 india gate new delhi,"28.6195788000,77.2129660000"
9705,cake bake company 1 indirapuram ghaziabad,"28.6473683029,77.3625754192"
9706,dabbe vala shalimar bagh new delhi,"28.7221230000,77.1465960000"
9707,cake walkers mayur vihar phase 3 new delhi,"28.6106043937,77.3355377465"
9708,gulshan fish chicken corner nit faridabad,"28.4039231747,77.2995622829"
9709,aartibakes sector 44 noida,"28.5540950431,77.3373100162"
9710,the paratha hub indirapuram ghaziabad,"28.6423732633,77.3586498093"
9711,ritu tiffin service tagore garden new delhi,"28.6494830000,77.1175460000"
9712,hungry sapiens krishna nagar new delhi,"28.6596150000,77.2883440000"
9713,shake chilli sector 72 noida,"28.5718115628,77.3837387189"
9714,butterfry rajouri garden new delhi,"28.6467901000,77.1124547000"
9715,absolute homely east of kailash new delhi,"28.5531576607,77.2504654527"
9716,not just parathas sector 41 noida,"28.5639860840,77.3625901714"
9717,CCKalkaji,"28.5420159233,77.2555546090"
9718,grammich shahpur jat new delhi,"28.5481949605,77.2114466876"
9719,aiwan e shahi dlf phase 3 gurgaon,"28.4908968582,77.0933889225"
9720,chutney dlite saket new delhi,"28.5233137337,77.2068215534"
9721,red chilli sector 42 faridabad,"28.4615894484,77.3005831987"
9722,salt peppers tilak nagar new delhi,"28.6372399873,77.0966042206"
9723,biryanees vasant kunj new delhi,"28.5271491121,77.1516394615"
9724,maa restaurant 1 sector 4 gurgaon,"28.4786283686,77.0095326751"
9725,taste of punjab knowledge park greater noida,"28.4670637649,77.5055985153"
9726,wafflenesss rohini new delhi,"28.7343571607,77.1117955819"
9727,mandarin trail sector 38 noida,"28.5672013261,77.3259039223"
9728,wok on wheels jasola new delhi,"28.5399612689,77.2900233418"
9729,cake cafe sector 14 gurgaon,"28.4646669258,77.0371916145"
9730,mealful wraps meals in a wrap munirka new delhi,"28.5588681135,77.1707076207"
9731,confectionery point shalimar garden ghaziabad,"28.6945290000,77.3324480000"
9732,the chaap hut sector 72 noida,"28.5711122520,77.3827597126"
9733,mast kitchen rohini new delhi,"28.7100760000,77.1064750000"
9734,fresh n frozen kailash colony new delhi,"28.5537369363,77.2409603745"
9735,just protein food 1 palam vihar gurgaon,"28.5244730000,77.0228340000"
9736,dine in jungle laxmi nagar new delhi,"28.6405680000,77.2781310000"
9737,new bharat biscuits bakery paharganj new delhi,"28.6387277672,77.2124930844"
9738,moms condimento foods amrapali leisure valley greater noida,"28.5898980988,77.4450188130"
9739,jc berries uttam nagar new delhi,"28.6199560000,77.0365130000"
9740,being truckers food truck,"28.5331039823,77.3765359819"
9741,hangout bar be que anand vihar new delhi,"28.6597636464,77.3064790294"
9742,and kitchen vasant kunj new delhi,"28.5092050000,77.1648350000"
9743,ramchander bhalushahi wale shahdara delhi,"28.6680391422,77.2921318933"
9744,raise the bar rooftop clarens hotel sector 29 gurgaon,"28.4622685585,77.0672062039"
9745,knight delight kafe 2 old railway road gurgaon,"28.4810599603,77.0141759142"
9746,malhotra hotel chander nagar ghaziabad,"28.6642336132,77.3264098540"
9747,shiv shakti restaurant mayur vihar new delhi,"28.6035533137,77.2931685671"
9748,zaika kathi rolls more badarpur border faridabad,"28.4999393595,77.3121026158"
9749,radiant restaurant uttam nagar new delhi,"28.6234387640,77.0645652339"
9750,chines hut sector 71 noida,"28.5972700000,77.3817480000"
9751,chefs bar be que sector 39 noida,"28.5670682308,77.3498889059"
9752,om sai ram bhojnalya vasundhara ghaziabad,"28.6691228807,77.3788222298"
9753,dosa plaza sector 125 noida,"28.5468844000,77.3343894000"
9754,friend cafe patparganj new delhi,"28.6303400000,77.3028200000"
9755,chow mon gaur city 2 greater noida,"28.6182789511,77.4272485077"
9756,kebab gali 1 malviya nagar new delhi,"28.5403161827,77.2182893381"
9757,anand ji restaurant new friends colony new delhi,"28.5615611158,77.2680325806"
9758,chop shop chicken shop nit faridabad,"28.3921536731,77.3060324416"
9759,jai guru kirpa vaishno dhaba sector 20 faridabad,"28.4222985721,77.3287447169"
9760,choice corner rajinder nagar new delhi,"28.6363963338,77.1842785925"
9761,chaudhary kisan dhaba sahibabad ghaziabad,"28.6771040757,77.3451232910"
9762,gopi juice shakes uttam nagar new delhi,"28.6225099457,77.0676299930"
9763,hardwari sweets east patel nagar new delhi,"28.6460842581,77.1734669432"
9764,pizza hot badarpur border faridabad,"28.4899541989,77.3102800548"
9765,pizza homes 121 sector 71 noida,"28.5990700000,77.4024280000"
